Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Midpoint,Ask,Last,Volume,Open Int,Vol/OI,IV,Time
TSLA,229.58,Put,220,9/6/2019,1,0.22,0.25,0.27,0.22,9202,4302,2.14,56.41%,16:14 ET
AAPL,213.28,Call,215,9/13/2019,8,2.09,2.15,2.2,2.12,14547,6809,2.14,22.61%,16:14 ET
NOC,368.43,Call,380,9/6/2019,1,0,0.03,0.05,0.05,510,240,2.13,29.57%,16:02 ET
AMD,31.5,Call,32,10/4/2019,29,1.31,1.33,1.35,1.32,917,431,2.13,43.01%,16:11 ET
UBER,32.51,Call,33,9/6/2019,1,0.1,0.13,0.15,0.15,1292,606,2.13,49.67%,16:03 ET
C,66.34,Call,62.5,9/6/2019,1,3.75,3.85,3.95,4,1601,751,2.13,91.38%,16:01 ET
BYND,160.97,Put,157.5,9/6/2019,1,0.9,0.95,1,1,2487,1165,2.13,70.37%,16:14 ET
NFLX,293.25,Put,282.5,9/13/2019,8,1.87,1.92,1.96,1.93,1457,686,2.12,34.26%,16:12 ET
PANW,212.05,Call,225,9/6/2019,1,0.05,0.08,0.12,0.07,1094,518,2.11,58.83%,16:08 ET
QCOM,78.99,Put,74,9/20/2019,15,0.55,0.61,0.66,0.55,1626,769,2.11,35.90%,15:47 ET
LULU,188.41,Put,155,9/6/2019,1,0.46,0.5,0.53,0.47,2145,1019,2.11,231.72%,16:14 ET
ATVI,54.58,Call,56.5,9/6/2019,1,0.02,0.04,0.06,0.05,503,239,2.1,47.06%,15:25 ET
AMZN,1840.72,Call,1860,9/13/2019,8,11.25,11.53,11.8,11.56,566,269,2.1,17.76%,16:14 ET
WYNN,111.33,Call,112,9/6/2019,1,0.57,0.59,0.6,0.59,1594,759,2.1,37.85%,16:14 ET
MDCO,47.92,Call,55,10/18/2019,43,2.45,2.73,3,2.93,2452,1169,2.1,82.07%,16:01 ET
URBN,24.73,Put,24,9/20/2019,15,0.45,0.5,0.55,0.55,510,244,2.09,44.41%,14:08 ET
TSLA,229.58,Call,227.5,9/13/2019,8,6.55,6.78,7,6.68,1223,586,2.09,40.91%,16:14 ET
GOOGL,1212.19,Call,1210,9/6/2019,1,6.3,6.6,6.9,6.5,1699,811,2.09,20.94%,16:14 ET
QCOM,78.99,Call,80,11/15/2019,71,3.75,3.83,3.9,3.73,6238,2987,2.09,29.15%,16:07 ET
LE,10.61,Call,10,10/18/2019,43,1,1.15,1.3,1.06,726,349,2.08,49.56%,16:03 ET
HD,228.15,Put,227.5,9/6/2019,1,0.72,0.78,0.84,0.75,502,242,2.07,22.03%,16:14 ET
PEP,135.98,Put,133,9/13/2019,8,0.38,0.42,0.45,0.43,630,304,2.07,18.62%,16:14 ET
LULU,188.41,Call,197.5,9/6/2019,1,4.6,5.03,5.45,4.88,747,362,2.06,215.44%,16:14 ET
XOM,70.27,Put,70,9/13/2019,8,0.57,0.58,0.59,0.57,511,249,2.05,17.16%,16:12 ET
BHC,21.72,Put,21.5,9/20/2019,15,0.48,0.5,0.51,0.54,640,312,2.05,37.34%,14:00 ET
QCOM,78.99,Call,80,9/6/2019,1,0.16,0.19,0.21,0.15,2381,1162,2.05,30.12%,16:05 ET
TSLA,229.58,Call,222.5,9/6/2019,1,7.25,7.45,7.65,7.4,2985,1458,2.05,48.89%,16:14 ET
GE,8.81,Put,9,9/6/2019,1,0.2,0.21,0.22,0.21,13709,6693,2.05,44.66%,16:13 ET
LULU,188.41,Call,185,9/13/2019,8,11.35,11.85,12.35,11.56,574,281,2.04,88.17%,16:14 ET
AAPL,213.28,Call,220,9/13/2019,8,0.61,0.64,0.66,0.65,9500,4648,2.04,21.88%,16:15 ET
MDLZ,56.14,Put,55,10/18/2019,43,0.92,0.95,0.97,0.86,513,253,2.03,18.50%,16:00 ET
CVS,62.76,Call,63.5,9/6/2019,1,0.06,0.08,0.09,0.08,669,329,2.03,24.51%,16:14 ET
CIEN,39.62,Call,40.5,9/6/2019,1,0.13,0.18,0.23,0.25,707,349,2.03,70.24%,16:11 ET
WMT,115.44,Call,118,9/20/2019,15,0.56,0.58,0.6,0.61,822,405,2.03,16.29%,16:05 ET
TSLA,229.58,Call,232.5,9/13/2019,8,4.1,4.18,4.25,4.22,1595,784,2.03,40.42%,16:13 ET
AAPL,213.28,Call,217.5,9/6/2019,1,0.05,0.06,0.06,0.06,9860,4847,2.03,23.24%,16:14 ET
X,11.6,Put,11,10/18/2019,43,0.53,0.55,0.56,0.54,16534,8138,2.03,52.84%,16:12 ET
DOCU,46.25,Put,37.5,9/20/2019,15,0.25,0.28,0.3,0.3,822,407,2.02,79.46%,16:14 ET
FL,40.19,Call,40,9/13/2019,8,0.9,0.95,1,1,1217,601,2.02,37.69%,15:45 ET
DIS,138.84,Put,138,9/6/2019,1,0.26,0.28,0.29,0.28,1407,695,2.02,21.20%,16:14 ET
SFIX,19,Call,30,1/17/2020,134,0.45,0.5,0.55,0.5,1881,930,2.02,62.01%,16:14 ET
COST,296.97,Put,297.5,9/6/2019,1,2.2,2.29,2.37,2.42,606,301,2.01,34.70%,16:12 ET
COTY,9.91,Call,8.5,9/20/2019,15,1.32,1.42,1.51,1.38,1950,970,2.01,15.67%,15:41 ET
WORK,30.01,Call,34,9/20/2019,15,0.15,0.3,0.45,0.45,4754,2364,2.01,68.47%,16:14 ET
ADBE,287.75,Call,290,9/13/2019,8,3,3.08,3.15,3.15,558,279,2,24.17%,16:09 ET
TWLO,129.73,Put,130,9/6/2019,1,1.32,1.36,1.39,1.28,580,290,2,42.18%,16:13 ET
IMMR,8.1,Put,5,2/21/2020,169,0.05,0.1,0.15,0.14,600,300,2,59.80%,10:25 ET
AVGO,291.02,Put,185,10/11/2019,36,0,0.1,0.2,0.11,841,420,2,59.80%,12:59 ET
AVGO,291.02,Put,190,10/11/2019,36,0.05,0.15,0.25,0.16,841,420,2,59.33%,12:59 ET
SEDG,78.6,Call,85,12/20/2019,106,6,6.35,6.7,6.3,1031,515,2,51.17%,12:39 ET
NFLX,293.25,Put,287.5,9/13/2019,8,3.1,3.15,3.2,3.15,1033,517,2,32.70%,16:13 ET
IMMR,8.1,Put,2.5,2/21/2020,169,0,0.05,0.1,0.03,1400,700,2,91.80%,10:25 ET
PFE,36.34,Put,40,1/15/2021,498,6.15,6.25,6.35,6.3,5001,2496,2,28.20%,14:51 ET
ONCE,100.86,Call,100,12/20/2019,106,9.5,9.6,9.7,9.6,2758,1389,1.99,41.21%,16:14 ET
LVGO,25.55,Call,30,9/20/2019,15,0.2,0.4,0.6,0.35,514,259,1.98,77.48%,16:12 ET
CAT,122.99,Put,121,9/13/2019,8,0.94,0.95,0.96,0.95,576,291,1.98,24.84%,16:06 ET
CGC,26.4,Call,26.5,9/6/2019,1,0.31,0.32,0.32,0.31,1571,794,1.98,64.66%,16:14 ET
OMI,6.91,Put,5,10/18/2019,43,0.15,0.2,0.25,0.2,1968,995,1.98,103.34%,14:39 ET
BAC,28.12,Call,26.5,9/6/2019,1,1.56,1.65,1.73,1.68,643,327,1.97,87.99%,16:04 ET
C,66.34,Put,65,9/13/2019,8,0.5,0.51,0.52,0.51,939,476,1.97,27.25%,16:12 ET
MS,42.47,Put,42.5,9/6/2019,1,0.24,0.26,0.27,0.24,1409,715,1.97,25.47%,16:05 ET
BIDU,104.12,Put,104,9/6/2019,1,0.65,0.69,0.73,0.66,855,436,1.96,33.19%,15:59 ET
AMGN,207.65,Call,212.5,9/6/2019,1,0.01,0.03,0.06,0.04,685,351,1.95,24.63%,15:58 ET
STAY,14.45,Call,15,10/18/2019,43,0.25,0.33,0.4,0.4,1334,685,1.95,30.98%,16:14 ET
LVS,56.13,Call,56,9/6/2019,1,0.42,0.45,0.48,0.47,2429,1245,1.95,34.16%,16:08 ET
AMZN,1840.72,Put,1800,9/6/2019,1,0.41,0.5,0.59,0.41,4243,2174,1.95,24.87%,16:15 ET
BABA,178.94,Call,180,9/13/2019,8,2.35,2.39,2.43,2.35,4399,2255,1.95,26.54%,16:14 ET
AAPL,213.28,Put,172.5,9/13/2019,8,0.01,0.04,0.07,0.03,675,348,1.94,56.91%,15:35 ET
LRCX,226.74,Call,225,10/18/2019,43,9.7,10.4,11.1,10.53,715,368,1.94,30.26%,14:59 ET
ROKU,166.93,Put,157.5,9/13/2019,8,2.44,2.51,2.57,2.53,736,379,1.94,64.22%,16:12 ET
SHOP,392.72,Call,390,9/6/2019,1,5.3,5.4,5.5,5.2,1433,738,1.94,44.87%,16:14 ET
FEYE,13.59,Call,13.5,9/20/2019,15,0.53,0.56,0.59,0.59,4928,2546,1.94,49.13%,16:14 ET
CVS,62.76,Call,63,9/6/2019,1,0.2,0.22,0.24,0.19,694,360,1.93,22.33%,16:14 ET
CIEN,39.62,Put,35,9/6/2019,1,0,0.02,0.03,0.01,2960,1536,1.93,107.34%,16:10 ET
AAPL,213.28,Call,212.5,9/6/2019,1,1.37,1.4,1.43,1.43,35533,18453,1.93,22.13%,16:15 ET
UNH,229.59,Put,210,12/20/2019,106,5.65,5.73,5.8,5.7,726,378,1.92,29.06%,16:13 ET
CGC,26.4,Put,35,9/20/2019,15,8.65,8.85,9.05,9.05,1911,995,1.92,122.21%,16:14 ET
FB,190.9,Put,190,11/15/2019,71,9.5,9.68,9.85,9.75,1982,1033,1.92,31.60%,16:10 ET
CMCSA,46.41,Put,43,9/20/2019,15,0.1,0.12,0.13,0.11,505,264,1.91,28.58%,16:06 ET
WORK,30.01,Put,24,9/20/2019,15,0.05,0.08,0.1,0.09,2136,1116,1.91,69.61%,15:43 ET
GE,8.81,Put,9,9/13/2019,8,0.3,0.31,0.31,0.32,11149,5836,1.91,40.77%,16:10 ET
AMD,31.5,Call,32,9/6/2019,1,0.11,0.11,0.12,0.12,30086,15762,1.91,46.29%,16:14 ET
C,66.34,Call,66.5,9/20/2019,15,1.29,1.3,1.31,1.31,541,284,1.9,25.35%,16:10 ET
ENPH,25.29,Put,25,9/20/2019,15,1.3,1.35,1.4,1.45,1763,929,1.9,78.83%,16:11 ET
CI,151,Call,155,9/6/2019,1,0.04,0.08,0.12,0.07,541,287,1.89,32.44%,16:14 ET
ADBE,287.75,Call,290,9/6/2019,1,0.59,0.64,0.69,0.68,807,427,1.89,25.65%,16:14 ET
GOLD,18.4,Call,19,9/13/2019,8,0.18,0.19,0.19,0.19,883,467,1.89,38.16%,16:12 ET
SHOP,392.72,Put,380,9/6/2019,1,0.75,0.83,0.9,0.8,1194,631,1.89,57.40%,16:14 ET
MSFT,140.05,Call,135,9/6/2019,1,4.9,5.13,5.35,4.89,2950,1561,1.89,0.00%,16:02 ET
X,11.6,Call,13.5,9/20/2019,15,0.03,0.04,0.05,0.04,544,289,1.88,50.55%,12:39 ET
KO,55.12,Call,56,9/13/2019,8,0.12,0.14,0.15,0.13,623,331,1.88,13.06%,16:14 ET
OXY,45.09,Call,45,9/13/2019,8,0.48,0.5,0.52,0.48,841,448,1.88,15.89%,16:13 ET
ITUB,8.28,Call,10,1/15/2021,498,0.55,0.58,0.6,0.55,7000,3731,1.88,27.05%,14:44 ET
AMC,12.02,Call,11.5,9/6/2019,1,0.45,0.53,0.6,0.55,683,365,1.87,74.54%,16:07 ET
NFLX,293.25,Call,305,9/13/2019,8,1.3,1.35,1.4,1.36,1175,627,1.87,29.69%,16:14 ET
INTC,50.1,Call,51,9/20/2019,15,0.63,0.65,0.66,0.66,1296,694,1.87,25.27%,16:14 ET
AAPL,213.28,Call,217.5,9/13/2019,8,1.18,1.21,1.24,1.17,6562,3509,1.87,21.66%,16:14 ET
TSLA,229.58,Put,217.5,9/13/2019,8,1.76,1.79,1.82,1.8,1031,556,1.85,45.72%,16:14 ET
INTC,50.1,Call,51,9/13/2019,8,0.37,0.39,0.4,0.39,1070,578,1.85,25.07%,16:10 ET
SBUX,95.56,Put,95,9/6/2019,1,0.24,0.26,0.28,0.23,2358,1278,1.85,23.03%,16:10 ET
FCX,9.53,Put,9.5,9/20/2019,15,0.29,0.3,0.3,0.26,1590,863,1.84,36.23%,15:52 ET
MU,49.03,Call,49,9/13/2019,8,1.12,1.14,1.15,1.15,1810,985,1.84,38.83%,16:14 ET
V,184.73,Call,185,9/13/2019,8,1.99,2.04,2.08,1.99,1940,1053,1.84,19.07%,16:14 ET
TSLA,229.58,Call,230,9/6/2019,1,1.8,1.86,1.92,1.83,10775,5864,1.84,42.25%,16:15 ET
NFLX,293.25,Put,260,9/13/2019,8,0.23,0.27,0.3,0.28,684,374,1.83,45.81%,16:05 ET
GOLD,18.4,Call,22,11/15/2019,71,0.29,0.3,0.31,0.32,4995,2730,1.83,40.92%,15:57 ET
ROKU,166.93,Call,160,9/6/2019,1,7.05,7.32,7.6,7,5608,3068,1.83,45.92%,16:14 ET
FCX,9.53,Call,10.5,9/20/2019,15,0.05,0.06,0.06,0.05,595,327,1.82,40.77%,15:04 ET
TWLO,129.73,Put,133,9/6/2019,1,3.35,3.5,3.65,3.41,676,371,1.82,39.16%,15:39 ET
CIEN,39.62,Call,42,10/18/2019,43,0.75,0.79,0.84,0.83,688,378,1.82,31.14%,15:31 ET
PEP,135.98,Put,132,9/13/2019,8,0.27,0.32,0.36,0.23,795,438,1.82,18.00%,13:12 ET
T,35.89,Call,37,10/18/2019,43,0.27,0.28,0.29,0.27,12780,7005,1.82,13.21%,16:14 ET
TSLA,229.58,Put,197.5,9/20/2019,15,0.81,0.84,0.87,0.81,535,295,1.81,52.82%,15:55 ET
WDAY,175.9,Call,175,9/6/2019,1,1.75,1.83,1.9,1.9,1171,646,1.81,38.17%,16:06 ET
NFLX,293.25,Call,297.5,9/6/2019,1,0.62,0.67,0.71,0.67,5559,3076,1.81,34.98%,16:14 ET
XOM,70.27,Call,70.5,9/13/2019,8,0.59,0.61,0.62,0.65,520,289,1.8,17.92%,15:47 ET
ABBV,67.03,Call,67.5,9/27/2019,22,1.2,1.23,1.27,1.19,518,289,1.79,20.88%,16:11 ET
USAT,6.92,Call,8,10/18/2019,43,0.45,0.63,0.8,0.7,653,364,1.79,113.99%,15:36 ET
BABA,178.94,Call,180,9/6/2019,1,0.6,0.63,0.65,0.61,9007,5023,1.79,28.09%,16:14 ET
C,66.34,Call,75,3/20/2020,197,1.56,1.59,1.61,1.64,673,378,1.78,21.98%,15:13 ET
MU,49.03,Put,47,9/13/2019,8,0.42,0.43,0.44,0.43,687,386,1.78,41.75%,16:14 ET
C,66.34,Put,65.5,9/13/2019,8,0.64,0.65,0.66,0.64,1142,643,1.78,26.11%,16:06 ET
ROKU,166.93,Put,165,9/13/2019,8,5,5.08,5.15,5.23,1460,818,1.78,63.09%,16:13 ET
KO,55.12,Put,55,9/6/2019,1,0.15,0.16,0.18,0.17,2764,1551,1.78,19.68%,16:14 ET
SBUX,95.56,Put,93,9/13/2019,8,0.36,0.38,0.39,0.36,513,290,1.77,22.54%,15:47 ET
EA,97.45,Put,96,9/6/2019,1,0.21,0.23,0.25,0.25,546,309,1.77,38.03%,16:07 ET
NTAP,51.76,Put,50,11/15/2019,71,2.59,2.72,2.86,2.75,2172,1227,1.77,40.87%,15:49 ET
STX,54.1,Call,55,10/18/2019,43,1.67,1.71,1.75,1.69,2375,1339,1.77,27.50%,15:51 ET
BABA,178.94,Put,175,9/6/2019,1,0.18,0.19,0.19,0.19,3202,1804,1.77,35.83%,16:14 ET
CLDR,8.28,Call,8.5,9/6/2019,1,0.05,0.1,0.15,0.08,3521,1990,1.77,95.54%,16:13 ET
SPWR,13.38,Put,12.5,9/6/2019,1,0,0.03,0.05,0.03,604,343,1.76,99.34%,11:29 ET
OSTK,16.14,Call,16,9/6/2019,1,0.45,0.55,0.65,0.51,774,441,1.76,129.94%,16:13 ET
SWK,136.32,Put,125,1/17/2020,134,5.2,5.5,5.8,5.2,813,463,1.76,32.42%,11:01 ET
NVDA,179.74,Put,172.5,9/13/2019,8,1.24,1.27,1.29,1.28,1268,722,1.76,37.44%,16:14 ET
WMT,115.44,Call,120,9/13/2019,8,0.06,0.07,0.08,0.06,735,419,1.75,15.88%,16:14 ET
SQ,63.02,Call,65,9/13/2019,8,0.5,0.52,0.54,0.51,950,543,1.75,33.10%,16:12 ET
AMAT,50.35,Call,52,9/27/2019,22,0.85,0.87,0.88,0.87,988,565,1.75,30.64%,16:04 ET
AMZN,1840.72,Call,1867.5,9/6/2019,1,0.84,0.94,1.04,0.92,1040,593,1.75,21.06%,16:14 ET
XLNX,105.3,Put,105,9/13/2019,8,1.82,1.87,1.92,2.02,975,561,1.74,35.26%,15:37 ET
TEVA,6.89,Put,6,1/17/2020,134,0.75,0.8,0.86,0.83,40478,23285,1.74,80.95%,16:11 ET
NFLX,293.25,Put,295,9/13/2019,8,6.1,6.2,6.3,6.15,518,299,1.73,30.53%,16:10 ET
WDC,61.95,Call,61.5,9/6/2019,1,0.78,0.82,0.86,0.91,949,548,1.73,51.10%,15:57 ET
NFLX,293.25,Put,275,9/6/2019,1,0.03,0.07,0.1,0.04,1821,1050,1.73,55.74%,16:14 ET
BYND,160.97,Put,162.5,9/6/2019,1,2.45,2.88,3.3,3.2,1834,1059,1.73,69.95%,16:14 ET
BA,360.3,Call,370,9/13/2019,8,1.59,1.72,1.85,1.81,945,549,1.72,24.39%,16:13 ET
ROK,158.7,Call,170,10/18/2019,43,1.45,1.73,2,1.7,1157,672,1.72,24.56%,14:30 ET
HAL,19,Call,20,9/13/2019,8,0.1,0.11,0.11,0.11,560,328,1.71,38.09%,16:07 ET
BAC,28.12,Put,29,10/18/2019,43,1.38,1.4,1.43,1.36,566,331,1.71,22.99%,15:33 ET
SPLK,110.68,Call,110,9/6/2019,1,1.15,1.2,1.25,1.17,583,341,1.71,33.82%,16:14 ET
PANW,212.05,Put,182.5,9/6/2019,1,0,0.03,0.05,0.01,594,348,1.71,104.67%,15:07 ET
BA,360.3,Put,355,9/13/2019,8,3.3,3.4,3.5,3.15,600,350,1.71,25.81%,16:04 ET
COST,296.97,Call,302.5,9/6/2019,1,0.35,0.42,0.49,0.38,1153,675,1.71,32.98%,16:14 ET
M,15.31,Call,15.5,9/6/2019,1,0.06,0.07,0.08,0.06,3223,1883,1.71,41.61%,16:14 ET
CHRW,83.94,Call,87.5,10/18/2019,43,0.85,0.9,0.95,0.9,541,319,1.7,18.57%,14:39 ET
ULTA,236.71,Call,232.5,9/6/2019,1,4.3,4.75,5.2,5.4,931,547,1.7,57.07%,15:58 ET
WLL,7.38,Put,7,10/18/2019,43,0.6,0.63,0.65,0.61,1011,593,1.7,80.89%,15:31 ET
BABA,178.94,Call,185,9/6/2019,1,0.05,0.06,0.07,0.05,1817,1067,1.7,35.56%,16:12 ET
WORK,30.01,Put,26,9/20/2019,15,0.25,0.28,0.3,0.26,2453,1447,1.7,65.43%,16:12 ET
MET,45.95,Call,47.5,10/18/2019,43,0.72,0.74,0.76,0.76,3077,1812,1.7,21.27%,15:43 ET
NFLX,293.25,Call,300,9/6/2019,1,0.3,0.32,0.34,0.33,6450,3794,1.7,36.64%,16:14 ET
DE,156.3,Call,157.5,9/6/2019,1,0.39,0.41,0.43,0.38,552,326,1.69,25.80%,16:14 ET
INTC,50.1,Call,52,9/20/2019,15,0.33,0.34,0.35,0.33,586,346,1.69,24.10%,16:14 ET
BIDU,104.12,Call,103,9/6/2019,1,1.37,1.45,1.52,1.45,906,537,1.69,35.04%,15:58 ET
SCHW,39.62,Put,39,9/20/2019,15,0.6,0.65,0.7,0.65,1052,623,1.69,29.61%,14:44 ET
X,11.6,Put,11.5,9/6/2019,1,0.09,0.1,0.1,0.09,1244,734,1.69,55.72%,16:14 ET
PANW,212.05,Call,215,9/13/2019,8,2.23,2.33,2.43,2.34,2000,1185,1.69,28.46%,16:13 ET
ABBV,67.03,Call,72.5,10/11/2019,36,0,0.25,0.49,0.32,2046,1214,1.69,21.87%,16:13 ET
ULTA,236.71,Call,240,9/6/2019,1,0.65,0.73,0.8,0.7,2314,1367,1.69,38.32%,16:15 ET
TGT,108.54,Call,109,9/13/2019,8,1.19,1.23,1.28,1.44,559,333,1.68,25.49%,15:11 ET
ADVM,12.04,Put,7.5,9/20/2019,15,0.75,0.8,0.85,0.8,6698,3987,1.68,318.13%,16:06 ET
WFC,47.62,Put,45,11/15/2019,71,1.06,1.08,1.1,1.03,23949,14282,1.68,26.41%,15:40 ET
AMZN,1840.72,Put,1760,9/13/2019,8,2.5,2.68,2.86,2.5,537,322,1.67,22.74%,16:10 ET
ZM,92.69,Put,70,10/18/2019,43,1.45,1.55,1.65,1.57,597,357,1.67,77.58%,16:14 ET
WMT,115.44,Call,117,9/13/2019,8,0.48,0.5,0.52,0.46,1108,664,1.67,15.23%,16:14 ET
MSFT,140.05,Call,140,9/6/2019,1,0.6,0.65,0.69,0.65,10561,6306,1.67,21.23%,16:15 ET
EA,97.45,Put,85,10/18/2019,43,0.65,0.7,0.74,0.72,703,423,1.66,35.83%,16:09 ET
FB,190.9,Put,187.5,9/13/2019,8,1.43,1.5,1.56,1.48,1423,857,1.66,25.91%,16:14 ET
AMD,31.5,Call,33.5,9/13/2019,8,0.16,0.18,0.19,0.18,1547,934,1.66,42.52%,16:14 ET
PANW,212.05,Call,210,9/6/2019,1,2.9,3.15,3.4,2.95,1947,1173,1.66,39.19%,16:13 ET
BAC,28.12,Call,28.5,9/13/2019,8,0.24,0.25,0.25,0.23,13303,8005,1.66,23.10%,16:14 ET
FEYE,13.59,Put,12.5,9/20/2019,15,0.09,0.15,0.21,0.09,512,311,1.65,41.41%,15:47 ET
NVDA,179.74,Call,190,9/6/2019,1,0.01,0.03,0.04,0.02,563,342,1.65,47.32%,16:11 ET
WFC,47.62,Call,47.5,9/13/2019,8,0.68,0.72,0.75,0.76,1009,611,1.65,24.46%,15:03 ET
AMZN,1840.72,Call,1820,9/6/2019,1,21.9,22.8,23.7,22.56,3082,1872,1.65,21.75%,16:14 ET
UBER,32.51,Put,33,9/6/2019,1,0.6,0.65,0.7,0.55,734,447,1.64,33.23%,15:45 ET
CAT,122.99,Call,125,9/6/2019,1,0.1,0.12,0.13,0.13,524,321,1.63,28.41%,16:14 ET
APHA,6.85,Call,7,9/6/2019,1,0,0.05,0.1,0.05,650,398,1.63,75.27%,16:07 ET
SBUX,95.56,Call,95,9/6/2019,1,0.8,0.83,0.85,0.81,1327,815,1.63,23.86%,16:14 ET
NVDA,179.74,Call,182.5,9/13/2019,8,2.46,2.5,2.54,2.52,1439,885,1.63,34.66%,16:14 ET
BBT,48.65,Put,48,9/20/2019,15,0.51,0.57,0.62,0.59,1519,931,1.63,22.86%,13:48 ET
SQ,63.02,Put,62,9/6/2019,1,0.16,0.17,0.18,0.19,1733,1066,1.63,42.82%,16:14 ET
AMZN,1840.72,Call,1845,9/6/2019,1,5.5,5.8,6.1,5.75,2200,1348,1.63,19.90%,16:15 ET
MU,49.03,Put,46,9/6/2019,1,0.01,0.02,0.03,0.01,2389,1467,1.63,58.68%,16:14 ET
CHK,1.6,Call,2,4/17/2020,225,0.27,0.29,0.31,0.3,500,309,1.62,84.62%,15:26 ET
ROKU,166.93,Call,162.5,9/13/2019,8,8.45,8.58,8.7,8.45,1220,755,1.62,60.97%,16:14 ET
ATVI,54.58,Call,60,9/20/2019,15,0.21,0.22,0.24,0.23,1616,997,1.62,37.63%,16:09 ET
AAPL,213.28,Put,207.5,9/13/2019,8,1.09,1.14,1.18,1.15,3335,2059,1.62,26.44%,16:14 ET
AAPL,213.28,Call,212.5,10/4/2019,29,6.35,6.53,6.7,6.5,794,492,1.61,24.75%,16:15 ET
AMZN,1840.72,Call,1800,9/6/2019,1,40.4,41.2,42,41.23,2889,1797,1.61,24.85%,16:14 ET
BAC,28.12,Call,28.5,9/20/2019,15,0.39,0.4,0.4,0.4,8717,5431,1.61,24.47%,16:14 ET
BYND,160.97,Put,155,9/13/2019,8,3.1,3.3,3.5,3.3,829,518,1.6,62.51%,16:14 ET
AMZN,1840.72,Call,1832.5,9/6/2019,1,12.35,12.98,13.6,12.5,1136,709,1.6,19.89%,16:14 ET
BILI,14.59,Put,15,4/17/2020,225,2.45,2.55,2.65,2.55,2002,1253,1.6,53.34%,15:57 ET
BYND,160.97,Call,165,9/6/2019,1,0.6,0.6,0.6,0.6,1934,1215,1.59,58.75%,16:14 ET
NVDA,179.74,Call,175,9/6/2019,1,4.85,5.05,5.25,5,4722,2961,1.59,44.16%,16:13 ET
GPOR,2.75,Call,3,10/18/2019,43,0.25,0.3,0.35,0.3,507,321,1.58,104.90%,14:29 ET
WMT,115.44,Call,118,9/13/2019,8,0.24,0.27,0.29,0.26,667,422,1.58,15.69%,16:14 ET
SHOP,392.72,Call,400,9/6/2019,1,1.3,1.33,1.35,1.3,2663,1684,1.58,47.14%,16:14 ET
WFC,47.62,Put,47.5,9/6/2019,1,0.2,0.22,0.23,0.23,840,536,1.57,28.92%,16:13 ET
IQ,17.82,Put,17.5,9/6/2019,1,0.07,0.08,0.08,0.08,933,594,1.57,54.52%,16:13 ET
WFC,47.62,Put,42.5,3/20/2020,197,1.52,1.56,1.59,1.52,1026,653,1.57,27.91%,14:49 ET
C,66.34,Call,67,10/4/2019,29,1.53,1.55,1.57,1.64,1156,737,1.57,25.40%,15:57 ET
PSTG,17.29,Call,17.5,1/17/2020,134,1.75,1.8,1.85,1.75,1542,980,1.57,42.82%,15:56 ET
PG,122.76,Call,130,10/18/2019,43,0.45,0.51,0.57,0.54,1573,1000,1.57,15.63%,16:08 ET
AMZN,1840.72,Call,1810,9/6/2019,1,30.85,31.85,32.85,32.2,2394,1523,1.57,26.54%,16:14 ET
STLD,28.05,Put,27,9/20/2019,15,0.4,0.45,0.5,0.43,5055,3224,1.57,38.77%,16:03 ET
TWTR,45.3,Call,44,9/6/2019,1,1.3,1.34,1.37,1.3,6655,4242,1.57,10.48%,16:13 ET
LULU,188.41,Put,182.5,9/6/2019,1,6.3,6.55,6.8,6.4,585,376,1.56,233.96%,16:14 ET
ULTA,236.71,Call,242.5,9/6/2019,1,0.25,0.33,0.4,0.35,842,540,1.56,41.49%,16:14 ET
HON,170.37,Put,167.5,9/6/2019,1,0.1,0.12,0.14,0.12,865,556,1.56,26.27%,16:14 ET
NVDA,179.74,Put,170,9/6/2019,1,0.05,0.06,0.06,0.06,1846,1183,1.56,56.62%,16:14 ET
X,11.6,Call,12,9/6/2019,1,0.02,0.03,0.03,0.03,3115,1992,1.56,62.44%,16:13 ET
WORK,30.01,Put,27,9/20/2019,15,0.35,0.4,0.45,0.35,4090,2623,1.56,59.18%,16:13 ET
AMD,31.5,Call,31,9/13/2019,8,1.05,1.08,1.11,1.08,6376,4087,1.56,43.19%,16:15 ET
BAC,28.12,Put,29,9/13/2019,8,0.94,0.98,1.01,0.96,561,361,1.55,22.46%,16:05 ET
JPM,112.37,Call,115,9/6/2019,1,0.01,0.03,0.04,0.03,895,577,1.55,26.25%,16:04 ET
TSLA,229.58,Call,235,9/13/2019,8,3.1,3.18,3.25,3.2,1410,910,1.55,39.74%,16:14 ET
ABBV,67.03,Call,67,9/6/2019,1,0.32,0.35,0.38,0.25,1463,942,1.55,16.63%,16:07 ET
FCX,9.53,Put,9.5,9/6/2019,1,0.06,0.07,0.08,0.06,1568,1011,1.55,37.38%,16:14 ET
MSFT,140.05,Put,135,9/13/2019,8,0.35,0.37,0.39,0.37,1609,1037,1.55,23.95%,16:15 ET
SQ,63.02,Call,63.5,9/6/2019,1,0.31,0.33,0.35,0.33,1873,1210,1.55,40.49%,16:14 ET
ROKU,166.93,Put,167.5,9/6/2019,1,2.47,2.64,2.81,2.66,6346,4099,1.55,67.86%,16:14 ET
NIO,2.95,Put,3,9/27/2019,22,0.26,0.29,0.32,0.29,534,347,1.54,91.62%,15:07 ET
